"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-9637687","Suppression of phagosomal maturation",13,0.654823522802305,1.84469445773658,0.00254690717930548,0.0180854899222798,0.0134176638342966,4331,"tags=69%, list=28%, signal=50%","7311/6233/7879/26276/7316/11151/51606/7314/9146"
"R-HSA-73887","Death Receptor Signaling",135,0.320812087804461,1.56326192609188,0.00253700285627815,0.0180854899222798,0.0134176638342966,5171,"tags=43%, list=33%, signal=29%","10454/7311/3065/6233/10273/26574/9641/8878/7332/83464/51107/8567/55072/9138/7322/10399/25999/142678/6453/23385/64857/1147/5879/9828/6654/7316/57142/7409/9459/27018/11108/9500/8841/9181/8874/3654/8717/7314/26230/8517/11214/8737/7132/128272/6885/8743/8887/29110/835/4615/3551/7189/27005/5970/7323/10451/23229/8767"
"R-HSA-937041","IKK complex recruitment mediated by RIP1",23,0.566503528837283,1.90003111265758,0.00260923886032031,0.0184394535726943,0.0136802702271138,5063,"tags=65%, list=32%, signal=44%","7311/6233/929/7322/23643/1147/7316/353376/23098/7314/8517/8737/3551/7189/7323"
"R-HSA-70171","Glycolysis",64,0.391950184272712,1.67986297313009,0.00267131485430215,0.0187882478085918,0.0139390414201932,6206,"tags=59%, list=39%, signal=36%","10007/23225/2821/230/7175/11097/23511/79023/79902/8480/2597/8021/2026/226/80201/23165/81929/2023/6396/5211/9688/55746/5214/23279/55706/23636/4927/2027/9631/5315/9972/7167/57122/5516/4928/10762/132789/5518"
"R-HSA-381038","XBP1(S) activates chaperone genes",47,0.449383138891508,1.79516827871063,0.00277686489395957,0.019438054257717,0.0144211342210622,5410,"tags=60%, list=34%, signal=39%","58477/10113/7094/10525/10130/1200/116138/5611/56005/6464/64061/30827/84447/10954/4189/6745/37/1639/2673/6734/11015/8681/118/9797/22872/7709/7494/2137"
"R-HSA-9824878","Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7",14,0.629371604797686,1.8175421750785,0.0029121495558968,0.020288891009715,0.0150523718355937,4188,"tags=71%, list=27%, signal=52%","7311/6233/9641/929/23643/7316/353376/7187/7314/29110"
"R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis",72,0.378196291622989,1.65513353817961,0.0031927240830333,0.0220357638814962,0.0163483805727382,4909,"tags=51%, list=31%, signal=36%","10664/8338/5432/55766/3201/9611/5436/5438/5433/5316/9070/3199/9063/5435/11091/85236/5441/3212/2146/8841/3214/84661/8364/3020/79447/7403/3725/5915/5437/8362/1387/6256/2033/3221/5430/723790/5929"
"R-HSA-5619507","Activation of HOX genes during differentiation",72,0.378196291622989,1.65513353817961,0.0031927240830333,0.0220357638814962,0.0163483805727382,4909,"tags=51%, list=31%, signal=36%","10664/8338/5432/55766/3201/9611/5436/5438/5433/5316/9070/3199/9063/5435/11091/85236/5441/3212/2146/8841/3214/84661/8364/3020/79447/7403/3725/5915/5437/8362/1387/6256/2033/3221/5430/723790/5929"
"R-HSA-1169408","ISG15 antiviral mechanism",71,0.371354190612495,1.61650958084125,0.00334863964879716,0.0230043756338298,0.0170669957130861,6223,"tags=63%, list=40%, signal=38%","7311/23225/6233/1974/7175/8672/11097/23511/79023/79902/5495/8480/8021/7316/1981/23165/3840/317649/81929/6396/7314/1973/9688/1982/55746/51191/3661/23279/55706/9470/5300/23636/4927/2317/9631/9972/7706/57122/4928/3434/5335/9246/10762/8678/5595"
"R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance",53,0.409333748022842,1.68761653870412,0.00340211094059432,0.0232635086076751,0.0172592470231905,4212,"tags=49%, list=27%, signal=36%","348/7311/6233/26119/3988/5360/949/341/5034/649/10577/161/1175/7316/1173/29116/344/163/7436/7314/8720/9619/7376/51128/4864/10062"
"R-HSA-5205685","PINK1-PRKN Mediated Mitophagy",31,0.50109675883295,1.81902964492753,0.00342777630514144,0.0233309935608014,0.0173093142549223,5063,"tags=58%, list=32%, signal=39%","7311/6233/56993/8878/7332/100188893/54543/7322/51001/7316/7419/7314/79065/29110/9804/9927/81631/7323"
"R-HSA-72202","Transport of Mature Transcript to Cytoplasm",78,0.364487563083195,1.61851192090072,0.00352491976318188,0.0238821398633929,0.0177182108810832,4677,"tags=51%, list=30%, signal=36%","22794/23225/10898/6430/84321/7175/81608/11097/23511/10212/79023/10921/79902/8480/55339/79228/26097/8563/10482/8021/65109/84271/51362/10250/10569/23165/84324/7884/81929/80145/6396/8683/9688/2733/55746/23279/55706/6429/23636/4927"
"R-HSA-5357905","Regulation of TNFR1 signaling",45,0.449103948364019,1.77946530248979,0.00369623548168522,0.0249284922668908,0.0184945019775742,5063,"tags=51%, list=32%, signal=35%","7311/6233/10273/9641/7332/8567/55072/7322/10399/25999/142678/1147/7316/8717/7314/8517/8737/7132/8887/29110/3551/27005/7323"
"R-HSA-8856828","Clathrin-mediated endocytosis",124,0.323160665167154,1.57659195257074,0.00393134577024107,0.0263936259211185,0.0195814877838323,5022,"tags=47%, list=32%, signal=32%","7311/915/6233/26119/30011/1601/10552/917/10980/55707/60/3312/4738/5869/3575/29979/274/29763/1856/6453/1080/4952/161/64708/551/1175/7316/1173/23048/10093/11037/8533/71/4074/1861/23396/163/29988/50813/3482/10109/10094/51138/7314/950/23149/2873/9146/8322/27348/25977/2060/8976/2885/1956/10987/2017/23208"
"R-HSA-1268020","Mitochondrial protein import",59,0.401120276444924,1.69113096960466,0.00408641573371377,0.0273105703108382,0.0202617707968375,6707,"tags=66%, list=43%, signal=38%","56993/51025/516/26520/84269/3421/25813/4714/6901/10469/100188893/1431/5009/54543/131118/1537/498/10063/3313/8604/400916/150274/56942/29090/10531/9804/79145/26519/9512/617/29928/506/291/9868/26515/23203/4580/134266/7416"
"R-HSA-9748787","Azathioprine ADME",21,0.546991907874211,1.78207825827733,0.0041110734212337,0.0273516010953251,0.0202922116240127,3877,"tags=57%, list=25%, signal=43%","3615/10057/654364/4831/2030/2987/5879/3614/4830/7409/8833/3177"
"R-HSA-9824439","Bacterial Infection Pathways",65,0.383811537670049,1.64842755917157,0.00416738949549717,0.027601947465692,0.0204779441341164,4934,"tags=48%, list=31%, signal=33%","7311/9899/7296/6233/30011/808/6843/7879/79872/1938/118429/26276/6616/6714/7316/11151/1511/5605/51606/2023/5987/7314/4057/6804/84168/3326/9146/5604/2060/2885/5045"
"R-HSA-73856","RNA Polymerase II Transcription Termination",61,0.399694650088885,1.69134480798011,0.00423367004413331,0.027915761853504,0.0207107637027386,3934,"tags=44%, list=25%, signal=33%","22794/84967/10898/6430/84321/81608/25888/10212/6637/10921/55339/79228/26097/8563/65109/84271/51362/1478/10250/10569/84324/8106/7884/80145/6628/8683/1479"
"R-HSA-9613829","Chaperone Mediated Autophagy",20,0.562879576257646,1.82281976509474,0.00437173523441649,0.028571030713421,0.0211969090779113,2899,"tags=60%, list=18%, signal=49%","7311/6233/123/11315/3312/3043/5116/3920/1915/1080/7316/8100"
"R-HSA-449147","Signaling by Interleukins",390,0.240507089585517,1.35458617619476,0.00436935702238418,0.028571030713421,0.0211969090779113,5586,"tags=40%, list=36%, signal=27%","6363/4318/10454/7311/6233/5710/552900/596/3603/8878/6352/5707/10068/5692/5778/6888/6288/6776/5602/9446/5696/5693/6773/54472/5034/3312/8945/10392/23291/9049/5695/3575/5296/3687/3689/6464/5716/51135/4507/9466/207/5777/5694/5771/5702/5701/6367/5699/5698/5700/5686/80216/6775/6616/5295/1147/1386/6774/23198/2002/3313/6654/5721/5689/6175/7316/5711/5691/414062/5775/84868/7409/5690/5713/1511/5718/5715/2309/25930/6500/90865/7076/10197/8660/3654/9097/6349/7314/8517/1398/5781/6777/28512/6804/7132/5720/2625/3587/3601/6885/9244/2889/5293/3185/8454/3725/4313/4215/5682/29110/6850/821/7867/5783/6648/834/10148/604/3560/4615/6809/5601/3551/146433/5803/5604/4282/3636/598/7189/3590/2885/2308/59307/79792/5970/6348/7534/9684/5898/6647/3965/8767/7979/1436/2534/7412/3688/51231/84166/5708/3162/5516/836/867/4208/54014"
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors",39,0.455421834877835,1.7447464127379,0.00459324834382888,0.0298864660961905,0.0221728334149124,1715,"tags=28%, list=11%, signal=25%","348/10525/2512/949/4035/6288/9332/3043/3512/3240/55576"
"R-HSA-380972","Energy dependent regulation of mTOR by LKB1-AMPK",27,0.509543945899121,1.79724001143194,0.00466502364461565,0.0300883839436564,0.0223226366998156,5449,"tags=70%, list=35%, signal=46%","389541/64121/55004/58528/2475/5564/92335/28956/10542/55437/7248/64223/51422/5571/10670/8649/6794/51719/10325"
"R-HSA-429914","Deadenylation-dependent mRNA decay",55,0.41374622112799,1.70273032136794,0.00465782015773208,0.0300883839436564,0.0223226366998156,4103,"tags=53%, list=26%, signal=39%","23016/1974/4850/23019/25804/115024/56915/25904/55571/80349/118460/1975/55802/51690/51013/6499/85456/28960/1981/4848/26986/80153/27258/1973/23318/23644/54512/196513/57819"
"R-HSA-5696398","Nucleotide Excision Repair",104,0.32970851366246,1.57081057082623,0.00487692452180922,0.031182759821265,0.0231345565149392,5265,"tags=54%, list=33%, signal=36%","7311/6233/7329/57804/6117/29844/5432/10980/9716/60/2071/5436/2068/6612/5438/5433/56655/8554/27339/2073/5435/6118/7874/64708/5984/79913/7316/10450/142/8533/1642/5441/1022/404672/4798/50813/6613/8451/125476/10401/51138/7314/5426/5437/2968/2873/54107/54617/5430/10987/10714/2067/7528/7508/5425/86"
"R-HSA-69620","Cell Cycle Checkpoints",226,0.269197238055553,1.4152072969965,0.00486038943441495,0.031182759821265,0.0231345565149392,5632,"tags=45%, list=36%, signal=29%","7311/6232/6233/5710/5525/5884/1027/51720/5707/5692/6117/51529/9735/5696/5693/5001/9577/29945/7158/64682/5695/79023/5716/29086/140735/472/79902/5694/5702/5701/5699/5698/8379/5700/5686/84126/7156/23198/51433/6118/5527/10111/1778/5984/5721/5689/9793/7316/5711/5691/25909/85236/5690/4175/4171/5713/5718/5715/3796/4172/7514/81929/10197/8364/6396/8924/7314/3619/5720/4173/1783/55746/8697/5682/8362/5048/23279/9183/64326/55839/1781/8881/23332/580/7534/51588/7979/4683/1017/4174/57122/9184/5708/83695/5883/8655/55143/5516/10393/6119/4928"
"R-HSA-3108214","SUMOylation of DNA damage response and repair proteins",68,0.375164971741997,1.62023708270919,0.00495026036103354,0.0315152351433041,0.0233812206707619,5443,"tags=59%, list=35%, signal=39%","23225/7329/286053/6117/7175/8243/11097/23511/6612/79023/8554/9063/79902/8480/8021/51564/9126/142/23165/1912/81929/6613/197370/6396/8924/9688/55746/23279/55706/22955/1911/23636/4927/5885/9631/51588/7508/9972/648/57122"
"R-HSA-499943","Interconversion of nucleotide di- and triphosphates",23,0.543233901639921,1.8219856753314,0.00517191401112711,0.0327850514782607,0.0243233001381673,4027,"tags=65%, list=26%, signal=49%","7296/4833/79077/4832/654364/4831/1503/2987/204/2745/1635/4830/56474/7295/6240"
"R-HSA-3299685","Detoxification of Reactive Oxygen Species",32,0.484446663292599,1.77867934182095,0.00568935938781536,0.0359110419478773,0.0266424791845065,5638,"tags=62%, list=36%, signal=40%","475/7296/318/2876/5034/1535/2882/5052/50507/7295/7001/6648/4689/30001/9588/6647/2936/10935/538/9973"
"R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation",16,0.608497378183199,1.84036489313844,0.00585688671003113,0.0367295094493814,0.0272497019825436,4659,"tags=75%, list=30%, signal=53%","7311/6233/8945/23291/1147/7316/6500/7314/8517/8454/3551/5604"
"R-HSA-71403","Citric acid cycle (TCA cycle)",31,0.483946556597986,1.7567727539539,0.00586876386598106,0.0367295094493814,0.0272497019825436,4218,"tags=55%, list=27%, signal=40%","54949/3419/23479/3421/644096/1431/6390/10131/6389/3420/57001/3418/1743/4191/122961/6391/38"
"R-HSA-917977","Transferrin endocytosis and recycling",27,0.501125596266987,1.76754719511872,0.00608943391486286,0.0379497632584491,0.0281550109054952,3331,"tags=44%, list=21%, signal=35%","529/9296/57192/528/8992/533/23545/55240/90423/526/51382/51606"
"R-HSA-168898","Toll-like Receptor Cascades",158,0.298611581764052,1.49485148117868,0.0061205529414182,0.0379834314893895,0.028179989438374,7057,"tags=59%, list=45%, signal=33%","2266/1513/10454/7311/81793/1508/6233/1687/9641/6288/5602/929/8945/10392/23291/3689/7322/51135/6271/9450/23643/80216/1147/1386/2243/2002/7316/7100/353376/5775/5641/653509/7187/114609/10333/23098/1514/6500/6441/3654/9097/7314/8517/5781/28512/8737/6885/3661/8454/3725/29110/7867/4615/5336/5601/3551/30849/5604/7189/59307/79792/5970/7323/9684/8767/51231/84166/121260/81622/3663/5516/4208/51295/57161/1520/10695/5518/5595/6416/1515/387522/64145/1385/3684/10010/11213/4792/1785/4793/246330/5598/28511/79671"
"R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",55,0.407797198764123,1.67824772734246,0.00617252914371817,0.0381457135785428,0.0283003868690184,5519,"tags=53%, list=35%, signal=34%","10454/7311/6233/596/10392/5603/1147/7316/5027/10628/6300/3654/7314/8517/7295/6885/837/834/3326/835/3551/29108/598/7189/5970/9447/8767/114548/3162"
"R-HSA-9678108","SARS-CoV-1 Infection",138,0.303316548801414,1.48429474328805,0.00622407524826383,0.0383039964236904,0.0284178172519415,5832,"tags=51%, list=37%, signal=32%","7311/6232/6204/54956/6233/6188/6235/7329/6206/3921/6208/6223/9641/4245/6210/6203/91782/6193/6205/6209/51065/2197/6230/6201/6217/59272/6227/6218/1915/10465/29082/7316/84875/27090/861/7187/1514/5094/7841/7405/6441/2932/7314/8737/3661/7428/29110/6229/821/834/2033/6192/83666/29108/30849/598/7189/5970/7534/81631/7706/128866/114548/6191/6231/6207/2280/6480/9868/6187"
"R-HSA-983712","Ion channel transport",119,0.320283526391602,1.54215424324657,0.0062726900261591,0.0384430006997385,0.0285209448230252,4253,"tags=33%, list=27%, signal=24%","482/7311/6233/529/808/9296/57192/94015/528/8992/53373/255231/7439/7220/79895/845/533/23545/51076/1185/57198/818/28962/26133/7316/90423/526/80727/6262/23678/10079/51382/51606/7314/8737/55283/338440/488/10312"
"R-HSA-390471","Association of TriC/CCT with target proteins during biosynthesis",33,0.462248169689836,1.69895513616014,0.00639429215497057,0.0390263203012047,0.0289537108887532,4992,"tags=58%, list=32%, signal=39%","26234/7203/2629/10575/22803/10574/10576/6774/55294/6499/8841/10238/10694/26272/83752/10564/6468/26985/26190"
"R-HSA-9854311","Maturation of TCA enzymes and regulation of TCA cycle",17,0.578521140447242,1.77840982656303,0.00661591379940547,0.0402127764679912,0.0298339452682742,4944,"tags=71%, list=31%, signal=48%","54949/23479/644096/1431/6390/6389/57001/3418/122961/6391/38/57128"
"R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript",69,0.375488278453335,1.61756272085458,0.00679712076951732,0.0410583931334025,0.0304613100893504,5182,"tags=57%, list=33%, signal=38%","22794/23225/6430/84321/7175/11097/23511/10212/79023/10921/79902/8480/79228/26097/8563/10482/8021/65109/84271/51362/10250/10569/23165/84324/81929/80145/6396/8683/9688/2733/55746/23279/55706/6429/23636/4927/29107/9631/9972"
"R-HSA-446193","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",67,0.369980734531332,1.59102278687771,0.00681063393208098,0.0410583931334025,0.0304613100893504,4094,"tags=46%, list=26%, signal=34%","80896/1798/5373/54344/79947/8869/5476/22845/30815/29925/4758/199857/10559/10402/29926/79868/7264/27090/5973/55343/79796/4351/55577/2720/55907/2762/79053/2673/57171/197258/282969"
"R-HSA-5610787","Hedgehog 'off' state",98,0.329206403755617,1.54213980390702,0.00696737149290393,0.0418325516057687,0.0310356599234617,4365,"tags=42%, list=28%, signal=30%","7311/6233/5710/5707/5692/51098/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/107/5700/5686/23198/2736/5721/5689/7316/5711/5691/8100/5690/5713/5718/5715/374654/6500/10197/2932/7314/5720/8454/5682/2737/112"
"R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress",26,0.500002736036374,1.74817035368355,0.00722896513772615,0.0432274554996823,0.0320705421196374,4245,"tags=50%, list=27%, signal=37%","23016/440/9709/56915/1649/118460/51013/8570/22926/54512/4800/1051/1054"
"R-HSA-69278","Cell Cycle, Mitotic",453,0.231958068961289,1.3286366408043,0.00743251171633115,0.0442654024396012,0.0328405971846381,4487,"tags=34%, list=29%, signal=25%","7311/6232/10783/23225/3065/6233/5710/994/6502/5525/7329/54930/1027/5707/25/5692/57804/6117/23399/26003/91782/1031/51529/91768/9735/5901/11064/8338/7175/55766/1460/55755/85378/5696/5693/5001/29945/4926/8243/8945/64682/11097/23511/23291/11258/5695/1459/79023/56655/5716/5116/140735/4149/5579/79902/55732/894/51451/207/8480/5694/84131/22897/5702/5701/5699/5698/8379/5700/5686/55559/8021/23198/51433/6118/5527/64785/1778/114791/6714/5984/5721/29082/28227/5689/7283/9793/9918/7316/5422/5711/9126/1163/10844/5691/203068/25909/85236/1022/5690/4175/4171/5557/23165/5713/93323/5718/5715/3796/80254/4172/7514/2801/5934/81929/10540/6500/10197/4218/8364/2932/6396/55125/7314/5426/7153/1019/23175/3020/9688/1639/23310/3619/5720/4173/1783/55746/8697/8454/5682/8362/27175/10806/5048/23279/55706/9183/1457/3326/2033/10051/1028/54107/4957/55839/79648"
"R-HSA-8856825","Cargo recognition for clathrin-mediated endocytosis",89,0.345777004904935,1.57886131438704,0.00754975067005621,0.044783059195474,0.0332246478441282,5022,"tags=48%, list=32%, signal=33%","7311/915/6233/26119/30011/1601/917/10980/55707/4738/3575/29979/1856/6453/1080/161/64708/551/1175/7316/1173/11037/8533/4074/1861/163/29988/50813/3482/51138/7314/950/23149/2873/9146/8322/27348/25977/2060/2885/1956/10987/23208"
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",63,0.382626727001262,1.63889449211164,0.00776289548996316,0.0456804646959187,0.0338904349131963,4942,"tags=41%, list=31%, signal=28%","7311/6233/1027/3490/1031/51529/8338/55766/29945/64682/6774/51433/7316/85236/27287/8364/7314/1019/3020/1051/8697/3725/8362/8881/723790/5970"
"R-HSA-196849","Metabolism of water-soluble vitamins and cofactors",109,0.317397684139977,1.50758512694493,0.00773469520908971,0.0456804646959187,0.0338904349131963,5356,"tags=50%, list=34%, signal=33%","5740/54956/26119/51293/4337/8884/6472/2194/54/80308/23475/8876/9446/128240/5096/10588/284439/2350/6948/200895/55229/27010/5091/10797/25974/79581/79717/4837/25902/4552/84875/31/80704/54981/119391/1528/80347/56922/55328/10243/83666/10840/349565/55739/5095/27249/3141/80025/55191/65220/441024/55034/9962/60496"
"R-HSA-6784531","tRNA processing in the nucleus",54,0.404633951843086,1.6658839771477,0.00791079116948019,0.04636602602112,0.034399054333454,4677,"tags=54%, list=30%, signal=38%","23225/54913/283989/10898/5901/7175/10248/11097/23511/51493/79023/60528/79902/8480/8021/79897/1478/23165/10799/1653/81929/6396/9688/55746/10940/23279/55706/23636/4927"
"R-HSA-9006934","Signaling by Receptor Tyrosine Kinases",444,0.230636684322652,1.3177742526627,0.00797876412897064,0.046579583472291,0.0345574930653565,5357,"tags=37%, list=34%, signal=25%","348/6387/4318/7058/2277/7311/6696/3065/6233/529/8483/30011/26999/10273/808/9296/55615/10193/3397/83464/5432/528/8992/51107/5156/6776/60/581/9611/2264/5436/1535/7423/5603/5438/5607/5296/5433/6464/135/2475/5579/23191/5058/55845/533/207/5777/5771/8074/23545/6016/5435/23385/5295/1958/5879/1386/7073/6774/80310/2323/53834/2002/161/1495/8851/6714/6654/1795/131873/1108/5159/4670/1175/7316/1173/3908/9844/90423/4915/63916/526/10810/26018/1293/3708/2254/2242/71/7409/10252/5441/1292/6300/8569/3925/5605/3685/8841/163/25920/51382/1445/51606/4145/23163/8874/64223/8660/7314/143282/1398/5781/6777/7424/5140/1298/256076/2889/3185/5437/2261/5725/10312/7867/9146/4689/2033/81610/5803/30849/2064/5604/5430/2060/5921/1509/57761/85440/6722/2885/1956/10163/3910/5045/6446/3398/3249/5898/57610/3479/10451/1786/64759/4613/7057/2534/25942/1289/1277/1793/8027/3688/3709/51231"
"R-HSA-75893","TNF signaling",52,0.396855277039673,1.6317659574269,0.00813235158059874,0.0471707259765073,0.0349960629594442,4188,"tags=42%, list=27%, signal=31%","10454/7311/6233/10273/9641/7332/8567/55072/7322/10399/25999/142678/1147/7316/8717/7314/8517/8737/7132/6885/8887/29110"
"R-HSA-162599","Late Phase of HIV Life Cycle",129,0.30366632026399,1.47516508269577,0.00814389649560552,0.0471707259765073,0.0349960629594442,5661,"tags=55%, list=36%, signal=36%","7311/23225/6233/51160/6829/6883/1025/91782/5901/5432/7175/2071/5436/6923/2960/2068/11097/23511/5438/5433/79023/79902/8480/11198/5435/8021/29082/7316/4836/6827/6908/5441/1022/23165/8812/8731/404672/7514/25920/81929/89853/6396/7314/6874/9688/55746/51497/2958/5437/2968/2961/23279/55706/9150/23636/5430/4927/51271/5045/51534/2959/9631/9972/155382/6873/7251/128866/57122/6878/4928/8732"
"R-HSA-2187338","Visual phototransduction",57,0.393408281441614,1.64892766525926,0.00844201965447757,0.0487064962096225,0.0361354541953583,3145,"tags=33%, list=20%, signal=27%","348/10170/808/5947/4035/4647/8644/285440/2342/5959/2339/5950/5588/5158/23173/4836/7804/54884/344"
"R-HSA-8943724","Regulation of PTEN gene transcription",54,0.400306323442463,1.64806706687902,0.00851350053984992,0.0489277832582036,0.0362996275321882,6927,"tags=69%, list=44%, signal=38%","3065/389541/64121/6591/55004/58528/2475/1958/1386/57504/28956/1108/10542/51564/2146/1912/8841/64223/84232/3725/22955/10670/23028/8649/2122/1911/648/54815/10325/23466/5595/153129/1107/10014/5928/23512/5468"
